material,material-id,e_hull,indice_de_miller,capas,nsites,altura_slab,a,b,c,alpha,beta,gamma,escalonada,exito_limpia,sitios_bridge,sitios_hollow,sitios_ontop,sitios_totales,bridge_enviados,hollow_enviados,ontop_enviados,bridge_exitosos,hollow_exitosos,ontop_exitosos,prob_convergencia,prob_tiempo,errores
Li2Ca,mp-11644,0.0042679858333327,110,6,18,7.769466600169343,6.215573280135469,8.790148030691405,27.769466600169345,90.0,90.0,90.0,False,True,4.0,2.0,2.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0
Li2Ca,mp-11644,0.0042679858333327,111,7,12,8.293827841409229,6.2155732801354695,6.215573280135469,28.293827841409232,85.6269933583793,85.6269933583793,60.00000000000001,False,True,5.0,0.0,2.0,7.0,2.0,0.0,2.0,2.0,0.0,2.0,0,0,0
LiCa3,mp-976272,0.07740214875,100,6,24,12.996629996379896,5.19865199855196,11.11985799795478,32.9966299963799,90.0,90.0,90.0,False,,,,,,,,,,,,0,0,0
LiCa3,mp-976272,0.07740214875,110,6,12,9.19000520301273,6.665268319782323,6.665268319782322,29.19000520301273,90.00000000000001,90.0,113.05784247566037,False,,,,,,,,,,,,0,0,0
LiCa3,mp-976272,0.07740214875,111,6,13,4.999497536587311,7.352004162410178,12.275065152443272,24.99949753658731,91.27281522380704,84.99053860029683,72.57428425535262,True,,,,,,,,,,,,0,0,0
LiCa3,mp-1185350,0.0751161953124999,100,6,12,7.679326917723051,6.21285476,7.584938575000001,27.67932691772305,90.0,90.0,90.0,False,True,5.0,2.0,1.0,8.0,3.0,2.0,1.0,3.0,2.0,1.0,0,0,0
LiCa3,mp-1185350,0.0751161953124999,110,6,24,9.508515101927612,6.21285476,13.13749898418908,29.50851510192761,90.0,90.0,90.0,False,True,5.0,2.0,2.0,9.0,2.0,2.0,2.0,1.0,2.0,2.0,0,1,0
LiCa3,mp-1185350,0.0751161953124999,111,6,24,8.234169542216343,9.804634488616989,9.804634488616989,28.234169542216343,91.36241601248386,88.63758398751615,95.87146896164656,False,True,12.0,8.0,4.0,24.0,2.0,3.0,3.0,0.0,1.0,2.0,0,5,0
Li9Al4,mp-568404,0.0,100,6,18,5.772230065908287,5.36280797,9.58790135,25.772230065908285,90.75237937336269,93.38370845296916,105.13510454,True,,,,,,,,,,,,0,0,0
Li9Al4,mp-568404,0.0,110,7,24,5.603912948476292,6.971633173296794,9.58790135,25.60391294847629,86.63147722546222,88.7548708299612,93.16195377599811,True,,,,,,,,,,,,0,0,0
Li9Al4,mp-568404,0.0,111,6,30,6.00248155135777,6.971633173296794,11.453869707231664,26.00248155135777,87.96065018168701,85.70940737264209,78.3472149303531,True,,,,,,,,,,,,0,0,0
LiAl,mp-1067,0.0,100,6,24,11.1775163375,4.471006535000001,6.334440107268909,31.1775163375,90.0,90.0,90.0,False,,,,,,,,,,,,0,0,0
LiAl,mp-1067,0.0,110,6,12,7.903697599069675,4.475067886205816,4.475067886205816,27.90369759906968,90.00000000000001,90.0,90.10395052051877,False,,,,,,,,,,,,0,0,0
LiAl,mp-1067,0.0,111,6,16,5.287219384769328,6.322958079255734,7.753388350172437,25.28721938476933,93.18512448784728,93.99395247931244,65.93614575345502,True,,,,,,,,,,,,0,0,0
Li2Al,mp-1210753,0.0,100,6,36,11.461455675,4.43089706,9.666479233561873,31.461455675,90.0,90.0,90.0,False,True,7.0,3.0,3.0,13.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0
Li2Al,mp-1210753,0.0,110,6,12,7.6612444936983,4.43089706,5.349280684430413,27.661244493698305,92.42068225405302,90.0,90.0,False,True,4.0,2.0,2.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0
Li2Al,mp-1210753,0.0,111,6,13,5.9882611928385,5.349280684430413,6.375832757116124,25.9882611928385,93.98444352710608,90.44644141812914,107.94671091360829,False,True,6.0,4.0,2.0,12.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0
Li3Al2,mp-16506,0.0,100,6,30,6.399774920473519,4.433894127706077,14.11909493636807,26.39977492047352,90.0,90.0,90.0,False,,,,,,,,,,,,0,0,0
Li3Al2,mp-16506,0.0,110,6,30,11.084735319265183,5.35751904885185,6.954309994134346,31.084735319265185,90.0,90.0,104.04771657850328,False,,,,,,,,,,,,0,0,0
Li3Al2,mp-16506,0.0,111,6,76,11.084735319265196,7.679729904568213,14.79892762864529,31.0847353192652,98.61560156774902,90.0,74.96143515954768,True,,,,,,,,,,,,0,0,0
LiAl3,mp-10890,0.010949575,100,6,12,9.989592500000002,3.995837,3.995837,29.9895925,90.0,90.0,90.0,False,True,3.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0
LiAl3,mp-10890,0.010949575,110,6,12,7.063708598040282,3.995837,5.650966878432221,27.06370859804028,90.0,90.0,90.0,False,True,4.0,0.0,2.0,6.0,2.0,0.0,2.0,2.0,0.0,2.0,0,0,0
LiAl3,mp-10890,0.010949575,111,6,24,11.534987837939337,5.650966878432221,5.650966878432221,31.534987837939333,90.00000000000001,90.00000000000001,60.00000000000002,False,True,3.0,4.0,2.0,9.0,2.0,4.0,2.0,2.0,4.0,2.0,0,0,0
LiGa,mp-1307,0.0,100,6,12,7.7022830525064,4.357069261636397,4.357069261636397,27.7022830525064,90.0,90.0,90.0,False,True,3.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0
LiGa,mp-1307,0.0,110,6,24,10.892673154091,4.357069261636396,6.161826442005119,30.892673154091,90.0,90.00000000000001,90.0,False,True,5.0,2.0,2.0,9.0,3.0,2.0,2.0,2.0,2.0,2.0,0,1,0
LiGa,mp-1307,0.0,111,6,6,4.446915193739265,4.357069261636396,4.357069261636397,24.446915193739265,90.0,90.0,120.0,False,True,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,0,0,0
Li2Ga,mp-29210,0.0,100,6,36,11.218747250000003,4.31001929,9.340865226928017,31.218747250000007,90.0,90.0,90.0,False,True,7.0,3.0,3.0,13.0,2.0,2.0,3.0,2.0,1.0,0.0,0,4,0
Li2Ga,mp-29210,0.0,110,6,12,7.459381726243167,4.31001929,5.181443080000353,27.45938172624317,91.83132056424267,90.0,90.0,False,True,4.0,2.0,2.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0
Li2Ga,mp-29210,0.0,111,6,14,6.060075231461356,5.181443080000353,6.22205051873362,26.060075231461354,85.71049531216576,87.31330163277073,71.80113165251602,False,True,6.0,4.0,2.0,12.0,2.0,2.0,2.0,2.0,1.0,2.0,0,1,0
Li13Si4,mp-672287,0.0,100,6,102,11.034666925000002,7.90356186,15.00943456,31.034666925000003,90.0,90.0,90.0,False,,,,,,,,,,,,0,0,0
Li13Si4,mp-672287,0.0,110,6,51,5.475795021349491,9.052541628634296,15.00943456,25.47579502134949,90.0,88.34998985587478,90.0,True,,,,,,,,,,,,0,0,0
Li13Si4,mp-672287,0.0,111,6,51,6.157868725881507,9.052541628634296,15.644978289349996,26.157868725881507,84.35378995707583,85.56952778136565,82.09330729186611,True,,,,,,,,,,,,0,0,0
LiSi,mp-795,0.01224556360119,100,6,21,5.974034137619139,7.17467308627577,7.175778780000001,25.97403413761914,92.47147271692414,92.47737836846088,80.82984954413361,False,True,12.0,6.0,4.0,22.0,2.0,2.0,2.0,1.0,2.0,2.0,0,1,0
LiSi,mp-795,0.01224556360119,110,7,21,6.146522217392651,7.17577878,7.17599665,26.14652221739265,87.55031871051274,92.46598559963846,99.15442683000002,False,True,12.0,6.0,4.0,22.0,2.0,2.0,2.0,2.0,1.0,2.0,0,1,0
LiSi,mp-795,0.01224556360119,111,6,22,6.508750430661047,7.175996650000002,7.175968327590348,26.50875043066105,87.52590653058157,87.53902936416924,80.81956295273031,False,True,12.0,3.0,4.0,19.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0
Li2Si,mp-27705,0.042997212301586,100,6,36,6.267049110468049,4.341938989143996,18.397287019344954,26.267049110468047,90.0,90.0,90.0,False,True,18.0,0.0,6.0,24.0,2.0,0.0,2.0,1.0,0.0,0.0,0,3,0
Li2Si,mp-27705,0.042997212301586,110,6,36,10.854847472859984,6.625015490367676,7.520458932561653,30.854847472859987,90.0,90.0,112.23380459777565,False,True,11.0,5.0,3.0,19.0,2.0,4.0,1.0,2.0,2.0,1.0,0,2,0
Li2Si,mp-27705,0.042997212301586,111,6,108,10.854847472859998,7.520458932561652,18.90271419287736,30.85484747286,96.5949512949674,90.0,78.52587520570158,True,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Li15Si4,mp-569849,0.0,100,6,42,5.67460962665664,10.556031842561538,10.556031842561538,25.67460962665664,90.0,90.0,90.0,False,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Li15Si4,mp-569849,0.0,110,6,29,5.411960759348586,9.141791738815748,9.141791738815748,25.411960759348588,90.0,90.0,109.47122063449068,False,True,9.0,3.0,3.0,15.0,2.0,2.0,2.0,1.0,1.0,1.0,0,3,0
Li15Si4,mp-569849,0.0,111,7,70,6.217084416667335,14.928483396592773,14.928483396592773,25.99605854269599,90.0,98.67072140137988,60.00000000000001,True,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
LiNi3,mp-1185266,0.0623283183333338,100,6,24,8.73152604855107,3.492610419420425,6.879962138552733,28.731526048551068,90.0,90.0,90.0,False,True,5.0,3.0,3.0,11.0,3.0,2.0,2.0,3.0,0.0,1.0,3,0,0
LiNi3,mp-1185266,0.0623283183333338,110,6,12,6.174121279037436,4.234694030021747,4.234694030021746,26.17412127903744,90.0,90.0,108.64897476918026,False,True,4.0,0.0,1.0,5.0,2.0,0.0,1.0,2.0,0.0,1.0,0,0,0
LiNi3,mp-1185266,0.0623283183333338,111,6,24,6.396345771499577,4.9392970232299485,7.7157116696882335,26.39634577149958,90.51803325276973,90.0,71.33220939310927,True,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Li3Ni,mp-1185204,0.0932833249999998,100,6,24,9.5245499993686,3.809819999747437,7.575913999808965,29.5245499993686,90.0,90.0,90.0,False,True,5.0,2.0,2.0,9.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0
Li3Ni,mp-1185204,0.0932833249999998,110,6,12,6.734873892303856,4.648223579859638,4.648223579859638,26.73487389230386,90.00000000000001,90.0,109.16003805486554,False,True,4.0,2.0,1.0,7.0,2.0,2.0,1.0,1.0,2.0,1.0,0,1,0
Li3Ni,mp-1185204,0.0932833249999998,111,6,22,6.087204594805543,5.387899113843087,8.479929325352725,26.08720459480554,87.80751514109868,90.00000000000001,71.47699600563477,True,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Li3Ni,mp-1185214,0.0938122774999996,100,6,24,12.480698524028876,4.465321,5.43662444,32.48069852402888,90.0,90.0,90.0,False,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Li3Ni,mp-1185214,0.0938122774999996,110,6,24,6.8604274512160455,4.465321,9.416509751750697,26.860427451216044,90.0,90.0,90.0,False,True,5.0,2.0,2.0,9.0,2.0,2.0,2.0,1.0,2.0,2.0,0,1,0
Li3Ni,mp-1185214,0.0938122774999996,111,6,24,6.550746047205116,7.035337727120591,7.035337727120591,26.55074604720512,85.40525199255613,94.59474800744393,95.98476463450892,False,True,12.0,5.0,4.0,21.0,2.0,3.0,3.0,1.0,2.0,2.0,0,3,0
LiCu3,mp-862658,0.0,100,6,24,8.94771179312518,3.579084717250072,7.22927641522441,28.94771179312518,90.0,90.0,90.0,False,True,5.0,3.0,3.0,11.0,2.0,3.0,3.0,2.0,3.0,3.0,0,0,0
LiCu3,mp-862658,0.0,110,6,12,6.326987685021658,4.412542699913111,4.412542699913111,26.326987685021656,90.00000000000001,90.0,110.00429388322289,False,True,4.0,0.0,1.0,5.0,2.0,0.0,1.0,2.0,0.0,1.0,0,0,0
LiCu3,mp-862658,0.0,111,6,24,6.566285890540888,5.061590148017325,8.066739421908515,26.56628589054089,89.66199849159202,90.0,71.71571139565502,True,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
LiCu3,mp-1185338,0.0084051837499998,100,6,24,11.710911791327318,4.16156276,5.068183609999999,31.71091179132732,90.0,90.0,90.0,False,True,5.0,3.0,3.0,11.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0
LiCu3,mp-1185338,0.0084051837499998,110,6,24,6.340809405268189,4.16156276,8.778351514607847,26.34080940526819,90.0,90.0,90.0,False,True,5.0,2.0,2.0,9.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0
LiCu3,mp-1185338,0.0084051837499998,111,6,24,5.67421718413604,6.55782659957485,6.55782659957485,25.67421718413604,92.82241649401666,87.17758350598335,95.97334998410916,False,True,12.0,8.0,4.0,24.0,2.0,2.0,2.0,1.0,1.0,1.0,0,3,0
Li3Cu,mp-975882,0.059976963055556,100,6,24,10.11688904446387,4.0467556177855455,7.18440529642153,30.116889044463868,90.0,90.0,90.0,False,True,5.0,3.0,3.0,11.0,3.0,2.0,2.0,3.0,2.0,2.0,0,0,0
Li3Cu,mp-975882,0.059976963055556,110,6,12,7.153720847852284,4.592606599835421,4.592606599835421,27.153720847852284,90.00000000000001,90.0,102.91952231515508,False,True,4.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Li3Cu,mp-975882,0.059976963055556,111,6,24,7.3400758506551185,5.722976678281831,8.245720738257425,27.34007585065512,91.8619247847202,90.0,69.69441490159095,True,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Li3Ge,mp-867342,0.008542325,100,6,12,7.703287494796307,4.35763746,4.35763746,27.703287494796307,90.0,90.0,90.0,False,True,3.0,0.0,1.0,4.0,2.0,0.0,1.0,2.0,0.0,1.0,0,0,0
Li3Ge,mp-867342,0.008542325,110,6,24,10.894093650000002,4.35763746,6.162629995837047,30.89409365,90.0,90.0,90.0,False,True,5.0,3.0,3.0,11.0,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0
Li3Ge,mp-867342,0.008542325,111,6,6,4.447495108765729,4.35763746,4.35763746,24.44749510876573,90.0,90.0,120.0,False,True,4.0,0.0,2.0,6.0,2.0,0.0,2.0,2.0,0.0,2.0,0,0,0
LiGe,mp-8490,0.033398377708333,100,6,72,10.07846115,4.03138446,23.01379574356548,30.078461150000003,90.0,90.0,90.0,False,,,,,,,,,,,,0,0,0
LiGe,mp-8490,0.033398377708333,110,6,36,7.1265482230901736,5.701238578472135,11.854734453533863,27.12654822309017,90.0,90.0,103.91384010951576,False,,,,,,,,,,,,0,0,0
LiGe,mp-8490,0.033398377708333,111,6,56,7.126548223090168,5.701238578472135,23.364221690244296,27.126548223090168,97.00799756896303,90.0,82.992002431037,True,,,,,,,,,,,,0,0,0
LiGe,mp-9918,0.0,100,6,24,6.019318325076018,5.74386891,9.731862051491266,26.01931832507601,90.0,90.0,90.0,False,True,9.0,5.0,3.0,17.0,2.0,2.0,2.0,2.0,2.0,1.0,0,1,0
LiGe,mp-9918,0.0,110,6,16,6.105709632048454,5.74386891,7.456713552795496,26.10570963204845,90.0,90.0,112.65289648061022,False,True,6.0,2.0,2.0,10.0,1.0,2.0,1.0,1.0,2.0,1.0,0,0,0
LiGe,mp-9918,0.0,111,6,40,5.630747615046328,11.300494194703184,11.30049419470319,25.63074761504633,90.98105006715764,89.01894993284238,104.97238059790196,False,True,18.0,8.0,6.0,32.0,0.0,2.0,0.0,0.0,2.0,0.0,0,0,0
LiRh,mp-600561,0.0,100,6,12,12.250446926918931,2.6522995616062004,4.32660441,32.25044692691893,90.0,90.0,90.0,False,True,3.0,2.0,2.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,0,0,0
LiRh,mp-600561,0.0,110,6,12,6.630748904015503,4.32660441,4.593917597594599,26.6307489040155,90.0,90.0,90.0,False,True,4.0,2.0,2.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0
LiRh,mp-600561,0.0,111,6,12,7.179514976794788,4.593917597594599,5.07485947442172,27.17951497679479,90.03305467566763,93.2389002288135,63.088399997941735,False,True,6.0,2.0,2.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0
LiRh3,mp-1001787,0.0,100,6,24,6.65149415,4.64347758,8.589402479433758,26.65149415,90.0,90.0,90.0,False,True,7.0,3.0,3.0,13.0,8.0,6.0,6.0,6.0,3.0,4.0,0,7,0
LiRh3,mp-1001787,0.0,110,6,22,11.441689611273084,5.060101256350087,5.060101256350087,31.441689611273087,91.74887150170176,91.74887150170176,116.14938661839489,False,True,5.0,2.0,1.0,8.0,3.0,2.0,1.0,3.0,2.0,0.0,0,1,0
LiRh3,mp-1001787,0.0,111,6,24,5.803383711733851,5.351697295658652,8.992030630625113,25.803383711733847,92.89419109840522,91.53907065584396,81.5411657569793,True,True,12.0,6.0,4.0,22.0,3.0,2.0,2.0,2.0,0.0,2.0,0,3,0
Li2Pd,mp-728,0.0,100,6,6,6.069562194169031,2.67986227,4.205116039999999,26.06956219416903,90.0,90.0,90.0,False,True,3.0,2.0,2.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,0,0,0
Li2Pd,mp-728,0.0,110,6,18,10.512790100000004,2.67986227,7.283474633002839,30.512790100000004,90.0,90.0,90.0,False,True,5.0,2.0,2.0,9.0,3.0,2.0,2.0,3.0,2.0,2.0,0,0,0
Li2Pd,mp-728,0.0,111,6,16,8.298351806696841,4.986447903671995,4.986447903671995,28.298351806696843,90.28975899117827,89.71024100882174,86.17237820769175,False,True,5.0,3.0,2.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0
LiPd,mp-2744,0.0,100,6,12,12.82284018528403,2.776226337280982,4.10621682,32.82284018528403,90.0,90.0,90.0,False,True,3.0,0.0,1.0,4.0,3.0,0.0,1.0,3.0,0.0,1.0,0,0,0
LiPd,mp-2744,0.0,110,6,12,6.940565843202455,4.10621682,4.808565069481511,26.940565843202453,90.0,90.0,90.0,False,True,4.0,2.0,2.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0
LiPd,mp-2744,0.0,111,6,12,7.454256845032658,4.808565069481511,4.956657063854982,27.45425684503266,93.03786409459848,93.26870503002598,60.98351109695653,False,True,3.0,2.0,1.0,6.0,2.0,2.0,1.0,2.0,2.0,1.0,0,0,0
LiAg,mp-2426,0.0,100,6,6,7.806850824999998,3.1227403300000005,3.1227403300000005,27.806850825,90.0,90.0,90.0,False,True,2.0,0.0,1.0,3.0,2.0,0.0,1.0,2.0,0.0,1.0,0,0,0
LiAg,mp-2426,0.0,110,6,12,11.040554316138596,3.1227403300000005,4.416221726455435,31.0405543161386,90.00000000000001,90.0,90.0,False,True,3.0,2.0,2.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,0,0,0
LiAg,mp-2426,0.0,111,6,6,4.507287425337006,4.416221726455435,4.416221726455436,24.507287425337005,90.0,90.0,60.00000000000001,False,True,4.0,0.0,2.0,6.0,2.0,0.0,2.0,2.0,0.0,2.0,0,0,0
Li3Ag,mp-865875,0.0,100,6,12,8.004875006999418,4.528241120000001,4.528241120000001,28.00487500699942,90.0,90.0,90.0,False,True,3.0,0.0,1.0,4.0,3.0,0.0,1.0,3.0,0.0,1.0,0,0,0
Li3Ag,mp-865875,0.0,110,6,24,11.320602800000009,4.52824112,6.403900005599534,31.320602800000003,90.0,90.0,90.0,False,True,5.0,3.0,3.0,11.0,2.0,3.0,2.0,2.0,3.0,2.0,0,0,0
Li3Ag,mp-865875,0.0,111,6,6,4.621616740120427,4.52824112,4.528241120000001,24.621616740120423,90.0,90.00000000000001,120.0,False,True,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,0,0,0
Li3Cd,mp-975904,0.0,100,6,24,10.694798556429555,4.277919422571823,7.9227566051333085,30.69479855642956,90.0,90.0,90.0,False,,,,,,,,,,,,0,0,0
Li3Cd,mp-975904,0.0,110,6,12,7.5623645826754355,4.984256749913119,4.984256749913119,27.56236458267544,90.00000000000001,90.0,105.26861062261584,False,,,,,,,,,,,,0,0,0
Li3Cd,mp-975904,0.0,111,6,24,7.776914763176926,6.049891666140351,9.003925077997966,27.77691476317692,90.36084192344164,90.0,70.3691611046698,True,,,,,,,,,,,,0,0,0
LiCd3,mp-865612,0.0,100,6,12,6.190479837142673,4.84923505,6.1101314,26.190479837142675,90.0,90.0,90.0,False,True,5.0,3.0,3.0,11.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0
LiCd3,mp-865612,0.0,110,6,24,7.667159901161822,4.84923505,10.583058025721954,27.667159901161824,90.0,90.0,90.0,False,True,5.0,2.0,2.0,9.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0
LiCd3,mp-865612,0.0,111,6,24,6.915103825024293,7.800563203731795,7.800563203731795,26.915103825024296,86.82118830855286,93.17881169144717,94.56998006049564,False,True,12.0,8.0,4.0,24.0,2.0,2.0,2.0,1.0,2.0,1.0,0,2,0
